instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,datetime
174,2011-01-08,1.0,0.0,1,12,0,6,0.0,2.0,2708.6000000000004,-18501.227200000005,590000.0,107733.3066,8,90,98.0,2011-01-08 12:00:00
175,2011-01-08,1.0,0.0,1,13,0,6,0.0,1.0,2708.6000000000004,-18501.227200000005,440000.0,98770.5692,7,95,102.0,2011-01-08 13:00:00
176,2011-01-08,1.0,0.0,1,14,0,6,0.0,1.0,2708.6000000000004,-22842.41680000001,320000.0,143614.33249999996,12,83,95.0,2011-01-08 14:00:00
177,2011-01-08,1.0,0.0,1,15,0,6,0.0,1.0,2708.6000000000004,-22842.41680000001,320000.0,134681.6714,5,69,74.0,2011-01-08 15:00:00
178,2011-01-08,1.0,0.0,1,16,0,6,0.0,1.0,632.1399999999979,-31553.5456,290000.0,134681.6714,8,68,76.0,2011-01-08 16:00:00
179,2011-01-08,1.0,0.0,1,17,0,6,0.0,1.0,-1444.319999999999,-35923.484800000006,370000.0,143614.33249999996,5,64,69.0,2011-01-08 17:00:00
180,2011-01-08,1.0,0.0,1,18,0,6,0.0,1.0,-3520.779999999998,-35923.484800000006,390000.0,89777.7555,3,52,55.0,2011-01-08 18:00:00
181,2011-01-08,1.0,0.0,1,19,0,6,0.0,1.0,-3520.779999999998,-35923.484800000006,360000.0,76303.5731,4,26,30.0,2011-01-08 19:00:00
182,2011-01-08,1.0,0.0,1,20,0,6,0.0,1.0,-5597.240000000001,-35923.484800000006,360000.0,76303.5731,0,28,28.0,2011-01-08 20:00:00
183,2011-01-08,1.0,0.0,1,21,0,6,0.0,1.0,-5597.240000000001,-40264.67439999999,390000.0,107733.3066,2,35,37.0,2011-01-08 21:00:00
184,2011-01-08,1.0,0.0,1,22,0,6,0.0,1.0,-5597.240000000001,-40264.67439999999,360000.0,116726.1203,1,33,34.0,2011-01-08 22:00:00
185,2011-01-08,1.0,0.0,1,23,0,6,0.0,1.0,-7673.7,-53345.7424,390000.0,134681.6714,0,22,22.0,2011-01-08 23:00:00
186,2011-01-09,1.0,0.0,1,0,0,0,0.0,1.0,-7673.7,-48975.8032,420000.0,116726.1203,1,24,25.0,2011-01-09 00:00:00
187,2011-01-09,1.0,0.0,1,1,0,0,0.0,1.0,-7673.7,-53345.7424,420000.0,139163.0401,0,12,12.0,2011-01-09 01:00:00
188,2011-01-09,1.0,0.0,1,2,0,0,0.0,1.0,-7673.7,-53345.7424,460000.0,139163.0401,0,11,11.0,2011-01-09 02:00:00
189,2011-01-09,1.0,0.0,1,3,0,0,0.0,1.0,-7673.7,-48975.8032,460000.0,125688.8577,0,4,4.0,2011-01-09 03:00:00
190,2011-01-09,1.0,0.0,1,4,0,0,0.0,1.0,-9750.16,-44634.6136,530000.0,58348.022,0,1,1.0,2011-01-09 04:00:00
191,2011-01-09,1.0,0.0,1,5,0,0,0.0,1.0,-9750.16,-44634.6136,530000.0,58348.022,0,1,1.0,2011-01-09 05:00:00
192,2011-01-09,1.0,0.0,1,6,0,0,0.0,1.0,-7673.7,-44634.6136,490000.0,85296.38680000001,0,1,1.0,2011-01-09 06:00:00
193,2011-01-09,1.0,0.0,1,7,0,0,0.0,1.0,-9750.16,-44634.6136,530000.0,58348.022,1,5,6.0,2011-01-09 07:00:00
194,2011-01-09,1.0,0.0,1,8,0,0,0.0,1.0,-7673.7,-44634.6136,490000.0,85296.38680000001,0,10,10.0,2011-01-09 08:00:00
195,2011-01-09,1.0,0.0,1,9,0,0,0.0,1.0,-5597.240000000001,-48975.8032,460000.0,143614.33249999996,0,19,19.0,2011-01-09 09:00:00
196,2011-01-09,1.0,0.0,1,10,0,0,0.0,1.0,-3520.779999999998,-40264.67439999999,430000.0,116726.1203,0,49,49.0,2011-01-09 10:00:00
197,2011-01-09,1.0,0.0,1,11,0,0,0.0,1.0,-1444.319999999999,-35923.484800000006,400000.0,143614.33249999996,2,47,49.0,2011-01-09 11:00:00
198,2011-01-09,1.0,0.0,1,12,0,0,0.0,1.0,632.1399999999979,-31553.5456,370000.0,134681.6714,4,79,83.0,2011-01-09 12:00:00
199,2011-01-09,1.0,0.0,1,13,0,0,0.0,1.0,2708.6000000000004,-22842.41680000001,340000.0,134681.6714,6,69,75.0,2011-01-09 13:00:00
200,2011-01-09,1.0,0.0,1,14,0,0,0.0,1.0,4785.06,-18501.227200000005,320000.0,139163.0401,8,64,72.0,2011-01-09 14:00:00
201,2011-01-09,1.0,0.0,1,15,0,0,0.0,1.0,4785.06,-14131.288,350000.0,107733.3066,5,77,82.0,2011-01-09 15:00:00
202,2011-01-09,1.0,0.0,1,16,0,0,0.0,1.0,2708.6000000000004,-22842.41680000001,340000.0,134681.6714,13,79,92.0,2011-01-09 16:00:00
203,2011-01-09,1.0,0.0,1,17,0,0,0.0,1.0,632.1399999999979,-27212.356,370000.0,116726.1203,3,59,62.0,2011-01-09 17:00:00
204,2011-01-09,1.0,0.0,1,18,0,0,0.0,1.0,-1444.319999999999,-31553.5456,400000.0,98770.5692,4,44,48.0,2011-01-09 18:00:00
205,2011-01-09,1.0,0.0,1,19,0,0,0.0,1.0,-1444.319999999999,-31553.5456,430000.0,98770.5692,1,40,41.0,2011-01-09 19:00:00
206,2011-01-09,1.0,0.0,1,20,0,0,0.0,1.0,-3520.779999999998,-35923.484800000006,460000.0,76303.5731,0,38,38.0,2011-01-09 20:00:00
207,2011-01-09,1.0,0.0,1,21,0,0,0.0,1.0,-3520.779999999998,-40264.67439999999,460000.0,125688.8577,1,19,20.0,2011-01-09 21:00:00
208,2011-01-09,1.0,0.0,1,22,0,0,0.0,1.0,-3520.779999999998,-35923.484800000006,460000.0,89777.7555,5,10,15.0,2011-01-09 22:00:00
209,2011-01-09,1.0,0.0,1,23,0,0,0.0,1.0,-5597.240000000001,-31553.5456,500000.0,58348.022,0,6,6.0,2011-01-09 23:00:00
210,2011-01-10,1.0,0.0,1,0,0,1,1.0,1.0,-5597.240000000001,-35923.484800000006,500000.0,85296.38680000001,2,3,5.0,2011-01-10 00:00:00
211,2011-01-10,1.0,0.0,1,1,0,1,1.0,1.0,-5597.240000000001,-35923.484800000006,500000.0,85296.38680000001,1,0,1.0,2011-01-10 01:00:00
212,2011-01-10,1.0,0.0,1,2,0,1,1.0,1.0,-5597.240000000001,-35923.484800000006,500000.0,67340.8357,0,3,3.0,2011-01-10 02:00:00
213,2011-01-10,1.0,0.0,1,3,0,1,1.0,1.0,-5597.240000000001,-35923.484800000006,500000.0,67340.8357,0,1,1.0,2011-01-10 03:00:00
214,2011-01-10,1.0,0.0,1,4,0,1,1.0,1.0,-7673.7,-35923.484800000006,540000.0,40392.4709,1,2,3.0,2011-01-10 04:00:00
215,2011-01-10,1.0,0.0,1,5,0,1,1.0,1.0,-7673.7,-40264.67439999999,540000.0,76303.5731,0,3,3.0,2011-01-10 05:00:00
216,2011-01-10,1.0,0.0,1,6,0,1,1.0,1.0,-5597.240000000001,-35923.484800000006,500000.0,85296.38680000001,0,31,31.0,2011-01-10 06:00:00
217,2011-01-10,1.0,0.0,1,7,0,1,1.0,1.0,-5597.240000000001,-35923.484800000006,500000.0,67340.8357,2,75,77.0,2011-01-10 07:00:00
218,2011-01-10,1.0,0.0,1,8,0,1,1.0,2.0,-5597.240000000001,-35923.484800000006,500000.0,85296.38680000001,4,184,188.0,2011-01-10 08:00:00
219,2011-01-10,1.0,0.0,1,9,0,1,1.0,2.0,-3520.779999999998,-35923.484800000006,500000.0,76303.5731,2,92,94.0,2011-01-10 09:00:00
220,2011-01-10,1.0,0.0,1,10,0,1,1.0,2.0,-3520.779999999998,-35923.484800000006,500000.0,89777.7555,0,31,31.0,2011-01-10 10:00:00
221,2011-01-10,1.0,0.0,1,11,0,1,1.0,2.0,-1444.319999999999,-31553.5456,470000.0,85296.38680000001,2,28,30.0,2011-01-10 11:00:00
222,2011-01-10,1.0,0.0,1,12,0,1,1.0,2.0,2708.6000000000004,-18501.227200000005,400000.0,85296.38680000001,5,47,52.0,2011-01-10 12:00:00
223,2011-01-10,1.0,0.0,1,13,0,1,1.0,2.0,2708.6000000000004,-18501.227200000005,400000.0,85296.38680000001,4,50,54.0,2011-01-10 13:00:00
224,2011-01-10,1.0,0.0,1,14,0,1,1.0,2.0,2708.6000000000004,-14131.288,400000.0,67340.8357,0,47,47.0,2011-01-10 14:00:00
225,2011-01-10,1.0,0.0,1,15,0,1,1.0,2.0,2708.6000000000004,-14131.288,400000.0,67340.8357,2,43,45.0,2011-01-10 15:00:00
226,2011-01-10,1.0,0.0,1,16,0,1,1.0,1.0,2708.6000000000004,-9790.098399999992,400000.0,40392.4709,4,70,74.0,2011-01-10 16:00:00
227,2011-01-10,1.0,0.0,1,17,0,1,1.0,1.0,2708.6000000000004,-5420.159200000002,400000.0,31429.7335,4,174,178.0,2011-01-10 17:00:00
228,2011-01-10,1.0,0.0,1,18,0,1,1.0,1.0,2708.6000000000004,-14131.288,400000.0,67340.8357,1,154,155.0,2011-01-10 18:00:00
229,2011-01-10,1.0,0.0,1,19,0,1,1.0,1.0,-1444.319999999999,-22842.41680000001,470000.0,49385.2846,3,92,95.0,2011-01-10 19:00:00
230,2011-01-10,1.0,0.0,1,20,0,1,1.0,1.0,-1444.319999999999,-22842.41680000001,500000.0,49385.2846,1,73,74.0,2011-01-10 20:00:00
231,2011-01-10,1.0,0.0,1,21,0,1,1.0,1.0,-3520.779999999998,-31553.5456,590000.0,58348.022,1,37,38.0,2011-01-10 21:00:00
232,2011-01-10,1.0,0.0,1,22,0,1,1.0,1.0,-3520.779999999998,-27212.356,590000.0,49385.2846,2,22,24.0,2011-01-10 22:00:00
233,2011-01-10,1.0,0.0,1,23,0,1,1.0,1.0,-3520.779999999998,-27212.356,590000.0,49385.2846,0,18,18.0,2011-01-10 23:00:00
234,2011-01-11,1.0,0.0,1,0,0,2,1.0,1.0,-3520.779999999998,-22842.41680000001,590000.0,31429.7335,2,10,12.0,2011-01-11 00:00:00
235,2011-01-11,1.0,0.0,1,1,0,2,1.0,1.0,-3520.779999999998,-27212.356,590000.0,49385.2846,0,3,3.0,2011-01-11 01:00:00
236,2011-01-11,1.0,0.0,1,2,0,2,1.0,2.0,-1444.319999999999,-27212.356,550000.0000000001,58348.022,0,3,3.0,2011-01-11 02:00:00
237,2011-01-11,1.0,0.0,1,5,0,2,1.0,2.0,-1444.319999999999,-18501.227200000005,550000.0000000001,40392.4709,0,6,6.0,2011-01-11 05:00:00
238,2011-01-11,1.0,0.0,1,6,0,2,1.0,2.0,-1444.319999999999,-18501.227200000005,550000.0000000001,40392.4709,0,27,27.0,2011-01-11 06:00:00
239,2011-01-11,1.0,0.0,1,7,0,2,1.0,2.0,-1444.319999999999,-5420.159200000002,550000.0000000001,0.0,2,97,99.0,2011-01-11 07:00:00
240,2011-01-11,1.0,0.0,1,8,0,2,1.0,2.0,632.1399999999979,-9790.098399999992,510000.0,26948.3648,3,214,217.0,2011-01-11 08:00:00
241,2011-01-11,1.0,0.0,1,9,0,2,1.0,2.0,632.1399999999979,-14131.288,510000.0,49385.2846,3,127,130.0,2011-01-11 09:00:00
242,2011-01-11,1.0,0.0,1,10,0,2,1.0,2.0,2708.6000000000004,-9790.098399999992,510000.0,49385.2846,3,51,54.0,2011-01-11 10:00:00
243,2011-01-11,1.0,0.0,1,11,0,2,1.0,2.0,2708.6000000000004,-9790.098399999992,470000.0,40392.4709,4,31,35.0,2011-01-11 11:00:00
244,2011-01-11,1.0,0.0,1,12,0,2,1.0,2.0,2708.6000000000004,-5420.159200000002,510000.0,31429.7335,2,55,57.0,2011-01-11 12:00:00
245,2011-01-11,1.0,0.0,1,13,0,2,1.0,2.0,2708.6000000000004,-5420.159200000002,590000.0,26948.3648,6,46,52.0,2011-01-11 13:00:00
246,2011-01-11,1.0,0.0,1,14,0,2,1.0,2.0,2708.6000000000004,-5420.159200000002,590000.0,26948.3648,3,60,63.0,2011-01-11 14:00:00
247,2011-01-11,1.0,0.0,1,15,0,2,1.0,2.0,-1444.319999999999,-14131.288,800000.0,26948.3648,2,45,47.0,2011-01-11 15:00:00
248,2011-01-11,1.0,0.0,1,16,0,2,1.0,2.0,-1444.319999999999,-27212.356,860000.0,67340.8357,4,72,76.0,2011-01-11 16:00:00
249,2011-01-11,1.0,0.0,1,17,0,2,1.0,2.0,-1444.319999999999,-27212.356,860000.0,67340.8357,6,130,136.0,2011-01-11 17:00:00
250,2011-01-11,1.0,0.0,1,18,0,2,1.0,3.0,-1444.319999999999,-18501.227200000005,930000.0,31429.7335,1,94,95.0,2011-01-11 18:00:00
251,2011-01-11,1.0,0.0,1,19,0,2,1.0,3.0,-1444.319999999999,-5420.159200000002,930000.0,0.0,0,51,51.0,2011-01-11 19:00:00
252,2011-01-11,1.0,0.0,1,20,0,2,1.0,3.0,-1444.319999999999,-27212.356,930000.0,58348.022,0,32,32.0,2011-01-11 20:00:00
253,2011-01-11,1.0,0.0,1,21,0,2,1.0,3.0,-1444.319999999999,-14131.288,860000.0,26948.3648,0,20,20.0,2011-01-11 21:00:00
254,2011-01-11,1.0,0.0,1,22,0,2,1.0,3.0,-1444.319999999999,-18501.227200000005,930000.0,31429.7335,1,28,29.0,2011-01-11 22:00:00
255,2011-01-11,1.0,0.0,1,23,0,2,1.0,3.0,-1444.319999999999,-14131.288,930000.0,26948.3648,1,18,19.0,2011-01-11 23:00:00
256,2011-01-12,1.0,0.0,1,0,0,3,1.0,2.0,-1444.319999999999,-14131.288,860000.0,26948.3648,0,7,7.0,2011-01-12 00:00:00
257,2011-01-12,1.0,0.0,1,1,0,3,1.0,2.0,-1444.319999999999,-18501.227200000005,860000.0,31429.7335,0,6,6.0,2011-01-12 01:00:00
258,2011-01-12,1.0,0.0,1,2,0,3,1.0,1.0,-3520.779999999998,-27212.356,860000.0,40392.4709,0,1,1.0,2011-01-12 02:00:00
259,2011-01-12,1.0,0.0,1,5,0,3,1.0,1.0,-3520.779999999998,-27212.356,860000.0,49385.2846,0,5,5.0,2011-01-12 05:00:00
260,2011-01-12,1.0,0.0,1,6,0,3,1.0,1.0,-5597.240000000001,-27212.356,930000.0,40392.4709,0,16,16.0,2011-01-12 06:00:00
261,2011-01-12,1.0,0.0,1,7,0,3,1.0,1.0,-3520.779999999998,-27212.356,690000.0,40392.4709,0,54,54.0,2011-01-12 07:00:00
262,2011-01-12,1.0,0.0,1,8,0,3,1.0,1.0,-1444.319999999999,-22842.41680000001,590000.0,49385.2846,3,125,128.0,2011-01-12 08:00:00
263,2011-01-12,1.0,0.0,1,9,0,3,1.0,1.0,-1444.319999999999,-31553.5456,590000.0,98770.5692,3,78,81.0,2011-01-12 09:00:00
264,2011-01-12,1.0,0.0,1,10,0,3,1.0,1.0,632.1399999999979,-18501.227200000005,550000.0000000001,67340.8357,0,39,39.0,2011-01-12 10:00:00
265,2011-01-12,1.0,0.0,1,11,0,3,1.0,1.0,2708.6000000000004,-18501.227200000005,510000.0,116726.1203,3,32,35.0,2011-01-12 11:00:00
266,2011-01-12,1.0,0.0,1,12,0,3,1.0,1.0,2708.6000000000004,-27212.356,470000.0,143614.33249999996,3,52,55.0,2011-01-12 12:00:00
267,2011-01-12,1.0,0.0,1,13,0,3,1.0,1.0,4785.06,-14131.288,440000.0,107733.3066,0,49,49.0,2011-01-12 13:00:00
268,2011-01-12,1.0,0.0,1,14,0,3,1.0,1.0,2708.6000000000004,-18501.227200000005,470000.0,98770.5692,0,44,44.0,2011-01-12 14:00:00
269,2011-01-12,1.0,0.0,1,15,0,3,1.0,1.0,2708.6000000000004,-22842.41680000001,470000.0,125688.8577,1,48,49.0,2011-01-12 15:00:00
270,2011-01-12,1.0,0.0,1,16,0,3,1.0,1.0,4785.06,-14131.288,440000.0,98770.5692,5,63,68.0,2011-01-12 16:00:00
271,2011-01-12,1.0,0.0,1,17,0,3,1.0,1.0,2708.6000000000004,-18501.227200000005,470000.0,107733.3066,0,139,139.0,2011-01-12 17:00:00
272,2011-01-12,1.0,0.0,1,18,0,3,1.0,1.0,2708.6000000000004,-27212.356,470000.0,143614.33249999996,2,135,137.0,2011-01-12 18:00:00
273,2011-01-12,1.0,0.0,1,19,0,3,1.0,1.0,632.1399999999979,-27212.356,470000.0,125688.8577,1,82,83.0,2011-01-12 19:00:00
274,2011-01-12,1.0,0.0,1,20,0,3,1.0,1.0,-1444.319999999999,-31553.5456,500000.0,98770.5692,2,54,56.0,2011-01-12 20:00:00
275,2011-01-12,1.0,0.0,1,21,0,3,1.0,1.0,-1444.319999999999,-31553.5456,550000.0000000001,98770.5692,0,57,57.0,2011-01-12 21:00:00
276,2011-01-12,1.0,0.0,1,22,0,3,1.0,1.0,-1444.319999999999,-35923.484800000006,550000.0000000001,134681.6714,1,32,33.0,2011-01-12 22:00:00
277,2011-01-12,1.0,0.0,1,23,0,3,1.0,1.0,-3520.779999999998,-40264.67439999999,590000.0,125688.8577,1,19,20.0,2011-01-12 23:00:00
278,2011-01-13,1.0,0.0,1,0,0,4,1.0,1.0,-3520.779999999998,-35923.484800000006,590000.0,85296.38680000001,1,6,7.0,2011-01-13 00:00:00
279,2011-01-13,1.0,0.0,1,1,0,4,1.0,1.0,-3520.779999999998,-35923.484800000006,500000.0,85296.38680000001,0,2,2.0,2011-01-13 01:00:00
280,2011-01-13,1.0,0.0,1,2,0,4,1.0,1.0,-3520.779999999998,-35923.484800000006,500000.0,107733.3066,0,2,2.0,2011-01-13 02:00:00
281,2011-01-13,1.0,0.0,1,3,0,4,1.0,1.0,-3520.779999999998,-35923.484800000006,500000.0,98770.5692,0,3,3.0,2011-01-13 03:00:00
282,2011-01-13,1.0,0.0,1,4,0,4,1.0,1.0,-3520.779999999998,-35923.484800000006,500000.0,76303.5731,0,4,4.0,2011-01-13 04:00:00
283,2011-01-13,1.0,0.0,1,5,0,4,1.0,1.0,-3520.779999999998,-35923.484800000006,500000.0,89777.7555,0,3,3.0,2011-01-13 05:00:00
284,2011-01-13,1.0,0.0,1,6,0,4,1.0,1.0,-5597.240000000001,-27212.356,540000.0,40392.4709,0,28,28.0,2011-01-13 06:00:00
285,2011-01-13,1.0,0.0,1,7,0,4,1.0,1.0,-5597.240000000001,-27212.356,540000.0,40392.4709,0,72,72.0,2011-01-13 07:00:00
286,2011-01-13,1.0,0.0,1,8,0,4,1.0,1.0,-3520.779999999998,-31553.5456,500000.0,58348.022,5,197,202.0,2011-01-13 08:00:00
287,2011-01-13,1.0,0.0,1,9,0,4,1.0,1.0,-3520.779999999998,-35923.484800000006,500000.0,98770.5692,2,137,139.0,2011-01-13 09:00:00
288,2011-01-13,1.0,0.0,1,10,0,4,1.0,2.0,-1444.319999999999,-31553.5456,500000.0,107733.3066,2,36,38.0,2011-01-13 10:00:00
289,2011-01-13,1.0,0.0,1,11,0,4,1.0,2.0,2708.6000000000004,-22842.41680000001,440000.0,134681.6714,4,33,37.0,2011-01-13 11:00:00
290,2011-01-13,1.0,0.0,1,12,0,4,1.0,1.0,2708.6000000000004,-22842.41680000001,440000.0,125688.8577,3,49,52.0,2011-01-13 12:00:00
291,2011-01-13,1.0,0.0,1,13,0,4,1.0,1.0,4785.06,-14131.288,410000.0,134681.6714,2,81,83.0,2011-01-13 13:00:00
292,2011-01-13,1.0,0.0,1,14,0,4,1.0,1.0,4785.06,-14131.288,410000.0,116726.1203,3,39,42.0,2011-01-13 14:00:00
293,2011-01-13,1.0,0.0,1,15,0,4,1.0,1.0,6861.52,-9790.098399999992,380000.0,89777.7555,5,55,60.0,2011-01-13 15:00:00
294,2011-01-13,1.0,0.0,1,16,0,4,1.0,1.0,6861.52,-9790.098399999992,380000.0,107733.3066,2,76,78.0,2011-01-13 16:00:00
295,2011-01-13,1.0,0.0,1,17,0,4,1.0,1.0,2708.6000000000004,-18501.227200000005,400000.0,85296.38680000001,4,158,162.0,2011-01-13 17:00:00
296,2011-01-13,1.0,0.0,1,18,0,4,1.0,1.0,2708.6000000000004,-18501.227200000005,400000.0,98770.5692,3,141,144.0,2011-01-13 18:00:00
297,2011-01-13,1.0,0.0,1,19,0,4,1.0,1.0,-1444.319999999999,-27212.356,470000.0,76303.5731,1,98,99.0,2011-01-13 19:00:00
298,2011-01-13,1.0,0.0,1,20,0,4,1.0,1.0,-1444.319999999999,-27212.356,470000.0,67340.8357,0,64,64.0,2011-01-13 20:00:00
299,2011-01-13,1.0,0.0,1,21,0,4,1.0,1.0,-3520.779999999998,-35923.484800000006,460000.0,89777.7555,0,40,40.0,2011-01-13 21:00:00
300,2011-01-13,1.0,0.0,1,22,0,4,1.0,1.0,-3520.779999999998,-35923.484800000006,460000.0,98770.5692,0,30,30.0,2011-01-13 22:00:00
301,2011-01-13,1.0,0.0,1,23,0,4,1.0,1.0,-5597.240000000001,-31553.5456,500000.0,58348.022,1,14,15.0,2011-01-13 23:00:00
302,2011-01-14,1.0,0.0,1,0,0,5,1.0,1.0,-5597.240000000001,-31553.5456,500000.0,58348.022,0,14,14.0,2011-01-14 00:00:00
303,2011-01-14,1.0,0.0,1,1,0,5,1.0,1.0,-7673.7,-35923.484800000006,540000.0,49385.2846,0,5,5.0,2011-01-14 01:00:00
304,2011-01-14,1.0,0.0,1,2,0,5,1.0,1.0,-7673.7,-35923.484800000006,540000.0,40392.4709,0,1,1.0,2011-01-14 02:00:00
305,2011-01-14,1.0,0.0,1,3,0,5,1.0,1.0,-7673.7,-31553.5456,540000.0,31429.7335,0,1,1.0,2011-01-14 03:00:00
306,2011-01-14,1.0,0.0,1,5,0,5,1.0,1.0,-7673.7,-31553.5456,540000.0,26948.3648,0,8,8.0,2011-01-14 05:00:00
307,2011-01-14,1.0,0.0,1,6,0,5,1.0,1.0,-7673.7,-18501.227200000005,540000.0,0.0,0,17,17.0,2011-01-14 06:00:00
308,2011-01-14,1.0,0.0,1,7,0,5,1.0,1.0,-7673.7,-35923.484800000006,740000.0,49385.2846,0,70,70.0,2011-01-14 07:00:00
309,2011-01-14,1.0,0.0,1,8,0,5,1.0,1.0,-5597.240000000001,-22842.41680000001,680000.0,0.0,2,156,158.0,2011-01-14 08:00:00
310,2011-01-14,1.0,0.0,1,9,0,5,1.0,1.0,-3520.779999999998,-27212.356,690000.0,40392.4709,0,117,117.0,2011-01-14 09:00:00
311,2011-01-14,1.0,0.0,1,10,0,5,1.0,1.0,632.1399999999979,-18501.227200000005,550000.0000000001,58348.022,4,40,44.0,2011-01-14 10:00:00
312,2011-01-14,1.0,0.0,1,11,0,5,1.0,1.0,632.1399999999979,-22842.41680000001,510000.0,85296.38680000001,6,47,53.0,2011-01-14 11:00:00
313,2011-01-14,1.0,0.0,1,12,0,5,1.0,1.0,2708.6000000000004,-14131.288,440000.0,76303.5731,2,59,61.0,2011-01-14 12:00:00
314,2011-01-14,1.0,0.0,1,13,0,5,1.0,1.0,4785.06,-14131.288,370000.0,116726.1203,4,73,77.0,2011-01-14 13:00:00
315,2011-01-14,1.0,0.0,1,14,0,5,1.0,1.0,4785.06,-9790.098399999992,410000.0,85296.38680000001,5,59,64.0,2011-01-14 14:00:00
316,2011-01-14,1.0,0.0,1,15,0,5,1.0,1.0,6861.52,-1078.9695999999992,380000.0,49385.2846,9,59,68.0,2011-01-14 15:00:00
317,2011-01-14,1.0,0.0,1,16,0,5,1.0,1.0,4785.06,-1078.9695999999992,410000.0,31429.7335,3,87,90.0,2011-01-14 16:00:00
318,2011-01-14,1.0,0.0,1,17,0,5,1.0,1.0,4785.06,-5420.159200000002,410000.0,49385.2846,4,155,159.0,2011-01-14 17:00:00
319,2011-01-14,1.0,0.0,1,18,0,5,1.0,1.0,2708.6000000000004,3290.9695999999985,470000.0,0.0,5,134,139.0,2011-01-14 18:00:00
320,2011-01-14,1.0,0.0,1,19,0,5,1.0,1.0,-1444.319999999999,-14131.288,590000.0,26948.3648,3,89,92.0,2011-01-14 19:00:00
321,2011-01-14,1.0,0.0,1,20,0,5,1.0,1.0,632.1399999999979,-1078.9695999999992,590000.0,0.0,0,68,68.0,2011-01-14 20:00:00
322,2011-01-14,1.0,0.0,1,21,0,5,1.0,1.0,-1444.319999999999,-5420.159200000002,690000.0,0.0,4,48,52.0,2011-01-14 21:00:00
323,2011-01-14,1.0,0.0,1,22,0,5,1.0,2.0,-1444.319999999999,-5420.159200000002,690000.0,0.0,2,34,36.0,2011-01-14 22:00:00
324,2011-01-14,1.0,0.0,1,23,0,5,1.0,2.0,632.1399999999979,-1078.9695999999992,550000.0000000001,0.0,1,26,27.0,2011-01-14 23:00:00
325,2011-01-15,1.0,0.0,1,0,0,6,0.0,1.0,632.1399999999979,-1078.9695999999992,550000.0000000001,0.0,3,25,28.0,2011-01-15 00:00:00
326,2011-01-15,1.0,0.0,1,1,0,6,0.0,2.0,-1444.319999999999,-14131.288,590000.0,26948.3648,2,18,20.0,2011-01-15 01:00:00
327,2011-01-15,1.0,0.0,1,2,0,6,0.0,2.0,-1444.319999999999,-14131.288,590000.0,26948.3648,0,12,12.0,2011-01-15 02:00:00
328,2011-01-15,1.0,0.0,1,3,0,6,0.0,2.0,-1444.319999999999,-5420.159200000002,590000.0,0.0,1,7,8.0,2011-01-15 03:00:00
329,2011-01-15,1.0,0.0,1,4,0,6,0.0,2.0,-1444.319999999999,-5420.159200000002,590000.0,0.0,0,5,5.0,2011-01-15 04:00:00
330,2011-01-15,1.0,0.0,1,5,0,6,0.0,1.0,-1444.319999999999,-5420.159200000002,590000.0,0.0,0,1,1.0,2011-01-15 05:00:00
331,2011-01-15,1.0,0.0,1,6,0,6,0.0,1.0,-3520.779999999998,-22842.41680000001,630000.0,31429.7335,1,2,3.0,2011-01-15 06:00:00
332,2011-01-15,1.0,0.0,1,7,0,6,0.0,1.0,-3520.779999999998,-9790.098399999992,630000.0,0.0,1,9,10.0,2011-01-15 07:00:00
333,2011-01-15,1.0,0.0,1,8,0,6,0.0,1.0,-3520.779999999998,-27212.356,630000.0,40392.4709,1,22,23.0,2011-01-15 08:00:00
334,2011-01-15,1.0,0.0,1,9,0,6,0.0,1.0,-1444.319999999999,-18501.227200000005,640000.0,40392.4709,2,31,33.0,2011-01-15 09:00:00
335,2011-01-15,1.0,0.0,1,10,0,6,0.0,1.0,632.1399999999979,-14131.288,590000.0,49385.2846,2,57,59.0,2011-01-15 10:00:00
336,2011-01-15,1.0,0.0,1,11,0,6,0.0,1.0,2708.6000000000004,-14131.288,550000.0000000001,67340.8357,18,54,72.0,2011-01-15 11:00:00
337,2011-01-15,1.0,0.0,1,12,0,6,0.0,1.0,6861.52,-5420.159200000002,480000.0,67340.8357,15,74,89.0,2011-01-15 12:00:00
338,2011-01-15,1.0,0.0,1,13,0,6,0.0,1.0,11014.440000000004,3290.9695999999985,380000.0,89777.7555,21,80,101.0,2011-01-15 13:00:00
339,2011-01-15,1.0,0.0,1,14,0,6,0.0,1.0,13090.9,12002.098400000004,390000.0,85296.38680000001,26,92,118.0,2011-01-15 14:00:00
340,2011-01-15,1.0,0.0,1,15,0,6,0.0,2.0,15167.360000000002,20713.227199999987,360000.0,58348.022,21,108,129.0,2011-01-15 15:00:00
341,2011-01-15,1.0,0.0,1,16,0,6,0.0,2.0,17243.82,25054.416799999988,340000.0,58348.022,33,95,128.0,2011-01-15 16:00:00
342,2011-01-15,1.0,0.0,1,17,0,6,0.0,2.0,15167.360000000002,16343.288000000004,360000.0,85296.38680000001,29,54,83.0,2011-01-15 17:00:00
343,2011-01-15,1.0,0.0,1,18,0,6,0.0,2.0,13090.9,12002.098400000004,450000.0,76303.5731,15,69,84.0,2011-01-15 18:00:00
344,2011-01-15,1.0,0.0,1,19,0,6,0.0,2.0,15167.360000000002,16343.288000000004,390000.0,76303.5731,14,60,74.0,2011-01-15 19:00:00
